,title,star_count,review_count,attributes,address,hours,menu,phone,website,city,state,pictures
66,Wicked Slice,4.5,78 Google reviews,['Restaurant'],"55 Main St, Hebron, CT 06248","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–9PM', 'Monday': '11AM–9PM'}",,(860) 228-1242,https://www.wickedslice.pizza/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPiXIprODRCBmMdrSOmbbSsRsy-TSRL6LWs-ULU=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXwja3e-hUfrGUPtT-rjDWM_qLqAURD98tNU5r=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM2sUPx2K5zz6DOGCYXtu_vThiZZ-OVglmbjzu-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNumwwJS7KNb7dqpGNGlVAh0iGRnlcfgnBpIX1m=s1354-k-no']"
67,,,,,,,,,,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPiXIprODRCBmMdrSOmbbSsRsy-TSRL6LWs-ULU=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXwja3e-hUfrGUPtT-rjDWM_qLqAURD98tNU5r=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM2sUPx2K5zz6DOGCYXtu_vThiZZ-OVglmbjzu-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNumwwJS7KNb7dqpGNGlVAh0iGRnlcfgnBpIX1m=s1354-k-no']"
68,,,,,,,,,,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPiXIprODRCBmMdrSOmbbSsRsy-TSRL6LWs-ULU=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXwja3e-hUfrGUPtT-rjDWM_qLqAURD98tNU5r=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM2sUPx2K5zz6DOGCYXtu_vThiZZ-OVglmbjzu-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNumwwJS7KNb7dqpGNGlVAh0iGRnlcfgnBpIX1m=s1354-k-no']"
69,The Wooden Spoon - Take Out -Inside & Outside Dining Available,4.3,254 Google reviews,['Brunch restaurant'],"217 Pompey Hollow Rd, Ashford, CT 06278","{'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': 'Closed'}",https://woodenspoonfamilyrestuarant.com/menu,(860) 429-3825,https://woodenspoonfamilyrestuarant.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNPNdbZ7CmKVga_s6upf06IlyVjWFdXugKCR-Kz=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNfB0w-cQGrhi7BO-_37F1i89AhoFTUOyuLzVvF=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcZfFbkKmJN8Iyjoa_cS0nDACNL6HkTuwaj_6H=s773-k-no']"
70,Midway Restaurant & Pizza,4.2,345 Google reviews,"['$$', 'Pizza restaurant']","174 Ashford Center Rd, Ashford, CT 06278",,http://eatatmidway.com/Menus,(860) 429-1932,http://eatatmidway.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPs0xuCOpsxBAfTRLtYbpOyD1VlrozSKyeo94h_=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMX-f4x3l3qVXrzoXPw9a6-wT7oLzRAVxawda6G=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPSYSFjLg9ZXYovYhTFUPdVa6iKvQ_-LxuQDLAf=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPzBIuwIC-EeFwUFzkbpPmHX-tcDaih565Pu_Xz=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_fhHfIKvLpQpnEAt3Ts15Pck5LEWc0azd5PTL=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPbKArZhWpjRxC_A6sl3HbrUbsrGWdDZV97ZdrK=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOHj48Um3IeGhBzSxBNhJAl-rCrwCRKeZXEzQYb=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPabTNgqhQtFsV4BnDx_SBtPeoqpb31-i9LZorL=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_2PXCxeyIJFSTueOlvWWNLe15GiOrPJgOLz4V=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNesgz1aq8LeVcIQJhce33W6UeCH5zxuz4VPYe1=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOgLpXsSxyLl_z_w2PrgTv6vWvmaebzQip5nJQ7=s1354-k-no']"
71,RM Bar And Grill,4.4,72 Google reviews,['Bar & grill'],"362 Ashford Center Rd, Ashford, CT 06278","{'Tuesday': '3–8PM', 'Wednesday': '3–8PM', 'Thursday': '3–8PM', 'Friday': '11:30AM–8PM', 'Saturday': '3–8PM', 'Sunday': '3–8PM', 'Monday': '3–8PM'}",,(860) 477-0723,,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNmnxtPZUcto6aA54ncTALIoAuO8PJbk5XF2_vQ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMESyvrtOadrAIu_iutLhq_EzMLIOFNpTOB8SR-=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPqsrhtLcHdau5peUAVnDaxvpE7EEVLr8ExFDIO=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO_Pc0UcZOVK1dgkclWrzc70I3iT8Zk7NmtTJS9=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNeXtmtnr1ldAx8o3O-9SMayuG6x--QBvFY5J9Z=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNsK1H3yGXHE-WzcYT7KpCU3WbiS6cBDBr0Yb-2=s1016-k-no']"
72,Mark Jeniffer Leszczyński Home Ashford,,,,"163 Krapf Rd, Ashford, CT 06278",,,,,Ashford,Connecticut,[]
73,Pizza Mike's Pizzeria,4.7,158 Google reviews,"['$$', 'Pizza restaurant']","1659 Storrs Rd, Storrs, CT 06268","{'Tuesday': '11AM–11PM', 'Wednesday': '11AM–11PM', 'Thursday': '11AM–11PM', 'Friday': '11AM–11PM', 'Saturday': '11AM–11PM', 'Sunday': '11AM–11PM', 'Monday': '11AM–11PM'}",https://www.seamless.com/menu/pizza-mikes-pizzeria-1659-storrs-rd-storrs-mansfield/375347?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,(860) 337-4992,http://www.pizzamikes.com/,Ashford,Connecticut,['https://lh5.googleusercontent.com/p/AF1QipPt-AJwaVklKbwjyuCL2rntE-Fhr-Bq3agoHRga=s320-k-no']
74,,,,,,,,,,Ashford,Connecticut,['https://lh5.googleusercontent.com/p/AF1QipPt-AJwaVklKbwjyuCL2rntE-Fhr-Bq3agoHRga=s320-k-no']
75,"TOAST, Four Corners",4.5,446 Google reviews,"['$$', 'Breakfast restaurant']","625 Middle Turnpike, Storrs, CT 06268","{'Tuesday': '7AM–2PM', 'Wednesday': '7AM–2PM', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': '7AM–1PM', 'Sunday': '7AM–1PM', 'Monday': '7AM–2PM'}",,(860) 477-1557,http://toastfourcorners.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNbLGF_xeiGCoP9SB3k41yVsdTrkvcww84SS0KV=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMmztih1ePlnUa0p6W5zHEGfWqmxzmO6cIvYekQ=s967-k-no']"
76,Kathmandu Kitchen & Bar,4.4,299 Google reviews,"['$$', 'Nepalese restaurant']","33 Wilbur Cross Way #103, Mansfield, CT 06268","{'Tuesday': '11:30AM–10:30PM', 'Wednesday': '11:30AM–12:30AM', 'Thursday': '11:30AM–12:30AM', 'Friday': '11:30AM–12:30AM', 'Saturday': '11:30AM–12:30AM', 'Sunday': '10:30AM–10:30PM', 'Monday': '11:30AM–10:30PM'}",https://kathmandukitchennbar.com/,(860) 477-1148,https://kathmandukitchennbar.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipN2e1T6wj507MEoC1mw00M_ZlFgspmFLqfymcic=s1014-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPILfAPZk-HrRwuIW4BhGE6nXJdEv6J3zZCq37k=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO4fc_ueIHqfa2rqZtb5eCNYMHT_aga7fxL4Vr7=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPwtSD2E1M24jAWFpkRwFwZXTwr87Q4jmAe3LJ0=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_m7E1EMP9BKiLPbJMUf38J2q38tlgPeKFbiGX=s1030-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPrLZ0mQMd8QaGEjMYQS35SbxjmbAPyIv5s18EG=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPYhEnEBgJV9IbmDkV_QDEnAB6f9VvOPewbMBsI=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOkT7WRqA0PEKin4Z5esOKS0pCtWIQ_e9x6ooo=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOv3nvwaTo_sILlK-VGc1yVeDjTWgO-V5c_F4W4=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPrA6RMDtsCkVRuuJfDlmqteewZYhCti3LTC9Oe=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNnV7Xnx1THS4aZQekFsjN-Arh4pI0C6jeM6kUB=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN153BHSyu8ykLRfHCmTm3WDba8Dnu49tmCk9do=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-hOc-hz3Wq2PnIBgpVL2FPqUyb0zEb7SrgKFZ=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN4SZ_ftA3sfpedRpyX7ZMn73725Cp5Ec5Pp0t8=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNq3zZ3HxQTptKNQvMfxLJLKXaiYW2E4MLfftLC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNS5xqu9MNTc9NtCWgrClAa7xfkIKN_gIW69HXN=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMXy9lE0c-OQHZ4Bp6mrmfNlBRTn1hkKoO96sRJ=s901-k-no']"
77,Red Rock Cafe Restaurant,4.2,389 Google reviews,"['$$', 'American restaurant']","591 Middle Turnpike, Storrs, CT 06268","{'Tuesday': '11:30AM–8:30PM', 'Wednesday': '11:30AM–8:30PM', 'Thursday': '11:30AM–8:30PM', 'Friday': '11:30AM–9PM', 'Saturday': '11:30AM–9PM', 'Sunday': '11:30AM–8:30PM', 'Monday': '11:30AM–8:30PM'}",,(860) 429-1366,https://redrockcafe.net/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipM0vvWTKCC-FyXOX_IVq4y7va2RkLKiyLisvu2S=s722-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvUf4w99R53IhoTDtYsAQ4omrSof5RHmzmNiPm=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNgEVJ7bgymEk0_J-V91ACeNTh58KqPUhKUDApF=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN3FMlQQGF7nacIhGklqiQ8U5_K0I__yyOromGF=s896-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPoWqSx-3njTO7UlarT0aiRm2ofxsPO0L2N9UPG=s640-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNt6kY8z9O3b-kSVAvQEGYP9x1eT6AKnCujdNWI=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNdRxBRTD3BdidLrfxZ_MEkZLTWNCpyIQFfpouD=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPjzB4oPLZX9Vl2mhmTqQB3lu2KLvUkl1hLVPVu=s1354-k-no']"
78,"MOOYAH Burgers, Fries & Shakes",4.4,628 Google reviews,"['$$', 'Hamburger restaurant']","1 Dog Ln Ste. 108, Mansfield, CT 06268","{'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–10PM', 'Monday': '11AM–10PM'}",https://order.mooyah.com/menu/mooyah-mansfield-ct/,(860) 477-1071,https://www.mooyah.com/locations/mansfield-ct-162/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNZNPDFQUSNNsRnjj02LFuYQ-ho6QKQw1hNex3b=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM_U_I0jz--1T8QkgySZIz1sxZqhItM--ycQuoH=s905-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOQx0dj2XjeLNoFhcMTtITgwzcTjRpmc15HxsKm=s917-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMbwyoHUHZRIcGcLx4ZPWVfZTl8F2OmdF8VHezF=s917-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPmvvAa9BLjV8GzGzZz_53SOKF8mpyHOP1-HqWc=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOCc4ezpdgZBTSoWMUZoa_b96zfAC6uaW8rUm_F=s905-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMsz3lBt4fUJ8cnuRh8vMhD1nT1-wKwHzbi_MZ5=s905-k-no']"
79,Dunkin',3.4,129 Google reviews,"['$', 'Coffee shop']","11 Nott Hwy, Ashford, CT 06278","{'Tuesday': '4AM–7PM', 'Wednesday': '4AM–7PM', 'Thursday': '4AM–7PM', 'Friday': '4AM–7PM', 'Saturday': '4AM–7PM', 'Sunday': '4AM–7PM', 'Monday': '4AM–7PM'}",https://www.dunkindonuts.com/en/dd-cards/mobile-app?utm_source=google&utm_medium=local&utm_campaign=localmapsorder&utm_content=335770,(860) 429-2503,https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=335770,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNThID0g7LPq0bIj3NsztF_3Xpx8eCbn0wHdTa-=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMuIhDg7epG3KZfgGTmKH_zz7I4NuN1Vh-v9YTJ=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOnGqo7oc5uaS8vaV1FBaE6mo93nGn0pwmEqb_f=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP41J8oad8rb_pIIGM35M8DbrKSMBbPP_LqjcTe=s697-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO3iTk7nCa3Z-Ovt_uWYqa8q1HLOW-M4T0HEIMN=s811-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOw9r5itCTXXlt1hvlQGm6qjRC1gR0nor-znB49=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipND1JcQYqwCscm0EoIb0ttvhjuJDb9Lqhqu1E0m=s696-k-no']"
80,Dog Lane Café,4.4,583 Google reviews,"['$$', 'Cafe']","1 Dog Ln, Storrs, CT 06268","{'Tuesday': '8AM–7PM', 'Wednesday': '8AM–7PM', 'Thursday': '8AM–7PM', 'Friday': '8AM–7PM', 'Saturday': '8AM–7PM', 'Sunday': '8AM–7PM', 'Monday': '8AM–7PM'}",/search?q=dog+lane+caf%C3%A9+phone&ludocid=8653942322244079542&sa=X&ved=2ahUKEwi8iKeBrYbuAhVVVTUKHWCmBJUQ6BMwCnoECAYQAg,(860) 429-4900,http://www.doglanecafe.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO8a_87Uj4FizeK8i2LqGeR35Co6LM2teBfEcGQ=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMZS4ea_wW3q0I-j_WjwGlo8enOt3DO2OjZ3FzR=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMuFJ_NEMqbuqHj-Zgs0oLxPJGdmeSMtUGRKRu_=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM3-RFP1d30VVr_diUWFVhX3AhMSnAOoup-MeM3=s1366-k-no']"
81,Farmhouse Crêpes,4.5,110 Google reviews,['Restaurant'],"1 Royce Cir #106, Storrs, CT 06268",,/search?q=farmhouse+cr%C3%AApes+phone&ludocid=733103002823398215&sa=X&ved=2ahUKEwj219-QrYbuAhXmF1kFHRj6BXEQ6BMwCnoECAcQAg,(860) 477-1025,https://www.farmhousecrepes.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipP36h7rvowMdQyQWpIXdST78d8RtHr05kBNwaak=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOuYA_MJz8RnRwuD1I2dL3SG3qVGPKZqRz6cxWK=s867-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO0p5he8149CTMzR2MPyntPm-kqDZY6RyLLaiW9=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNlaN0IkxSRmfmZk_Drq8gqPEa8z6KscwHDheGi=s676-k-no']"
82,Wing Express,4.3,154 Google reviews,"['$', 'Indian restaurant']","134 N Eagleville Rd, Storrs, CT 06268","{'Tuesday': '12–10PM', 'Wednesday': '12–10PM', 'Thursday': '12–10PM', 'Friday': '12–10:30PM', 'Saturday': '12–10:30PM', 'Sunday': '1–11PM', 'Monday': '12–10PM'}",https://repasorder.com/home/cfc07eee-74cf-d907-15c1-93bbe4964f15,(860) 429-6644,http://wingexpressctonline.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNKDSoVJtszBWxErtlA6o6KZKhg2kf9dh6lD8b-=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNv5B8Ygc7QLaJ8Mulk2RCgprk06u7LSXWNOWex=s1030-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOYdtRRgSpXm9dP0Yk8erva3rlhV7vfh3mwRhF-=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMZS5E4Sd8TmoH_ByRMSRsv3mVEWJO_EmAUODdy=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPiTcb3MeuRPwlK0LdigAcE5wEEpNC-LovkPzY9=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNkYVMKu6Aw5MwZdHaE2BA_arjejwKhTlqSHnqU=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMPn9-VcRqCJMrgit6JADLRXQibZ-N8Zi3s6v4M=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOPVT2wCtz-C0M1aT9U_GomczmsINmKgE4oqVlJ=s1030-k-no']"
83,Little Aladdin,4.7,138 Google reviews,"['$', 'Mediterranean restaurant']","1232 Storrs Rd, Storrs, CT 06268","{'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM', 'Friday': '11AM–8PM', 'Saturday': 'Closed', 'Sunday': '11AM–8PM', 'Monday': '11AM–8PM'}",http://littlealaddin.com/Menus,(860) 477-1133,http://littlealaddin.com/Menus,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNrNS0vFXNIK45a-4IU0eZpn1Xk550fIc5_I59G=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9QwOiF53saH22fdqu3P5px4yQuh27EZXJJjgL=s873-k-no', 'https://lh5.googleusercontent.com/p/AF1QipONRlSsNNp8trYRvIIt5De5H0hWCYYv7t-Q5nOX=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMseit2U64s4j6jznPupMaPDfdUEjfxuqxdlJSq=s773-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHRDpofb44B3ysZjqxjbx9nsSj53ZMaOiKFxh5=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMPCy5vhX8wnSLoyrryhEWl3T51coBceIwK_02J=s1030-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPJRd1FfNvoy-g20-16XHiwK3IEBuqpOyrpS6Rb=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMqgPjpaSxH3257Ukg20UoYENVsO8ptTPlgWFnJ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNGCuQ8eLElV_FHkf77SlOTrRTt5vplIVu92P-3=s1031-k-no']"
84,Tea More Cafe,4.3,76 Google reviews,['Chinese restaurant'],"40 Wilbur Cross Way, Storrs, CT 06268","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9:30PM', 'Saturday': '11AM–9:30PM', 'Sunday': '12–9PM', 'Monday': '11AM–9PM'}",,(860) 477-1447,,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMR28apt3TSg2_MkfjCvs_82iLER5rWfaKP27Cf=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPndzD1-R2vzz5eRAtlm2e_CrpUnEPFjlq33mF5=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPXcvknLYIUtVncbrr3d_XSQEnxcr77OEIrFlaX=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNbRM5uqGn1CbHoCTF04oZB072k_WJgdeyW6Q_W=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOiIicn_TDVyhx-U_9l8oINrLPlih1jwGu1yNKw=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP16hXx-L7-Tuqr_-NcKWeDB8gtVNYYne02Pgml=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMY0_Ih9ZLWAQypmoDPxbHPT-4D6-ajjtsZElz_=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNWt9PAoZxVSU7wd58Q_8TBsHHdMiZijfVRdLbF=s1030-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPgGZ4_1c5Fgkhms0yHGD7_A7g7o8xyiGUE6vck=s773-k-no']"
85,Willington Pizza House,4.5,876 Google reviews,"['$$', 'Pizza restaurant']","25 River Rd, Willington, CT 06279","{'Tuesday': '10:30AM–9PM', 'Wednesday': '10:30AM–9PM', 'Thursday': '10:30AM–9PM', 'Friday': '10:30AM–9PM', 'Saturday': '10:30AM–9PM', 'Sunday': '10:30AM–9PM', 'Monday': '10:30AM–9PM'}",https://willingtonpizza.com/willington-pizza/,(860) 429-7433,http://www.willingtonpizza.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPtGf5ET_pt8PHvg3RTr-4ZPZwRUHqbMkEkqiGJ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOCfMykCJbBlhf5sEYDZMSAeUxApjTYaovkQmPp=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOaQS3xTROSGxpNfACLtTYKNEg5oRDbA0iUDeTX=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZBTkGixp17AAA8sTj5AaIb48Y9HDiQbCESugm=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN5R2k71PMQoduULAJMoxYuuwEXQzGVab6z63Zm=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPhoezuT6rx_Jp9Z3WLD48gbdw_AODRkwJH08pT=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNYJBYbc0rqUhaEtscd7wrnwuOQZktEyie45CJH=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOJGqOM7WJlL3oK-XZmnehIBNGgIrdTyWb4VSRS=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipODoJavrsvQ2TFgajPatX0Z0DesSlc0YkSZ-c67=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM0mHIatRqSTcuce1CIzDsoJzZLhvqd30h8aUAB=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNphGZGLu32IltU6eXf0UQe_nIKzMo9vmbbALY=s1218-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNh__NLO7k1LOeELzNM1T9K9M9canjRFHVDR3cn=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMzitqXmOTbjgOV-WPcnIoBNOOZjy_Rvm4HTOo=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMOa-tv6RYX0WsLtIC6P3D1DULVuWCnET-UIOZc=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNDvz1FGSl0-tMWu2wxHEFhRwWbMcZ5cmxla0MY=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPfjTUoKHOC6gtKg8T81jSVgEebspJIgV3mHXYh=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOCK2Bu_hGWWGbWufGlZp4dsujcrjb6YTu9h7tt=s812-k-no']"
86,Gansett Wraps,4.6,180 Google reviews,['Fast food restaurant'],"12 Royce Cir #101a, Storrs, CT 06268","{'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM', 'Friday': '11AM–8PM', 'Saturday': '11AM–8PM', 'Sunday': '11AM–8PM', 'Monday': '11AM–8PM'}",https://ordering.orders2.me/menu/GansettWrapsStorrsCT#ordering-for-prompt,(860) 477-1329,http://www.gansettwraps.com/,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPmirAlRsGk9OMGN70h-1anrs39ReowLILy--sQ=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPXZ6364xl_DqshgH7Ohtv7tC80uspOMFNWU2KI=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNrw8M3aas3jYykoLcjvKeVDE5sgDHAR1rF0qqz=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMwboanRMmHV4TADDY3IRij20YeY3Xa6D0riVJv=s812-k-no']"
87,ocean asian restaurant,4.9,18 Google reviews,['Traditional restaurant'],"27 Main St, Stafford, CT 06076","{'Tuesday': '10:30AM–9:30PM', 'Wednesday': '10:30AM–9:30PM', 'Thursday': '10:30AM–9:30PM', 'Friday': '10:30AM–10PM', 'Saturday': '10:30AM–10PM', 'Sunday': '12–9:30PM', 'Monday': 'Closed'}",https://order.mealkeyway.com/merchant/35575532383066726b6d36554d675a31335a2b4a67673d3d/main,(860) 684-6200,https://order.mealkeyway.com/merchant/35575532383066726b6d36554d675a31335a2b4a67673d3d/main,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOSCvjYxfHX3SYzJg44u1V8g4Od5N_YvmltGWnA=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMcdjOTCXCWZxINKZqsmf7AbmQtbc0POKH8JDH6=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOMuKmnKVIxFln2jcE5u7nn3OyDenFgwwEohaz0=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOD-pwXXvD0pyj8W-U-OJLp7VaeyrYbxA0Vn58N=s812-k-no']"
88,Blaze Pizza,4.6,611 Google reviews,"['$', 'Pizza restaurant']","12 Royce Cir, Storrs, CT 06268","{'Tuesday': '12–10PM', 'Wednesday': '12–10PM', 'Thursday': '12–10PM', 'Friday': '12–10PM', 'Saturday': '12–10PM', 'Sunday': '12–10PM', 'Monday': '12–10PM'}",,(860) 200-0216,http://www.blazepizza.com/locations/storrs,Ashford,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOKpdfT0osRzsMA43w_USjetcx5_S1FrHetQArb=s1044-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPev90ztxkWypfh1NqhBawWqG1J5cAMV8d7eBfT=s720-k-no']"
